id,dataset,question,answer,chart_type,image_path,bboxes,original_file
matsa_36af56fe,MATSA,how many Airbus A320 did American Airlines lease in 2017 ?,American Airlines leased 38 Airbus A320 aircraft in 2017.,bar,images/MATSA/matsa_36af56fe.png,"[{""x1"": 1202.657342657343, ""y1"": 2183.953488372093, ""x2"": 1549.5104895104898, ""y2"": 2670.0}]",MATSA_aitqa_213/input_ann_fixed.json
matsa_a7d69c3c,MATSA,What was American Airlines' total number of leased Airbus A321 airplanes in 2017?,American Airlines leased a total of 38 Airbus A321 airplanes in 2017.,bar,images/MATSA/matsa_a7d69c3c.png,"[{""x1"": 384.0, ""y1"": 2321.3144963144964, ""x2"": 4199.282392026578, ""y2"": 2381.019656019656}]",MATSA_aitqa_214/input_ann_fixed.json
matsa_df6f8ef3,MATSA,In total what was the count of Boeing 737-800 aircrafts in American Airlines in 2017?,"In 2017, American Airlines had a total of 304 Boeing 737-800 aircrafts.",pie,images/MATSA/matsa_df6f8ef3.png,"[{""x1"": 1410.0000000000002, ""y1"": 465.00000000000006, ""x2"": 3510.0, ""y2"": 2565.0}]",MATSA_aitqa_216/input_ann_fixed.json
matsa_d1d3f3f7,MATSA,what was American Airline's available seat miles (in millions) in 2017 for the mainline?,"American Airlines' available seat miles for the mainline in 2017 were 243,806 million.",bar,images/MATSA/matsa_d1d3f3f7.png,"[{""x1"": 600.0, ""y1"": 1965.0, ""x2"": 4142.857142857143, ""y2"": 2565.0}]",MATSA_aitqa_219/input_ann_fixed.json
matsa_989479df,MATSA,By what percentage did capacity of United airlines changed for domestic operations from 2016 to 2017?,The capacity of United Airlines for domestic operations changed by 4.9% from 2016 to 2017.,bar,images/MATSA/matsa_989479df.png,"[{""x1"": 769.090909090909, ""y1"": 470.00000000000017, ""x2"": 1481.0526315789473, ""y2"": 2670.0}]",MATSA_aitqa_22/input_ann_fixed.json
matsa_398f233a,MATSA,What is reported mainline CASM for the American Airlines in 2017 ?,The reported mainline CASM for American Airlines in 2017 was 12.96.,line,images/MATSA/matsa_398f233a.png,"[{""x1"": 684.5454545454545, ""y1"": 362.0588235294105}]",MATSA_aitqa_220/input_ann_fixed.json
matsa_b5aceecb,MATSA,How much was the total operating expenses for American Airlines in 2015 ?,"The total operating expenses for American Airlines in 2015 was $34,786.",bar,images/MATSA/matsa_b5aceecb.png,"[{""x1"": 3184.6753246753246, ""y1"": 663.9395528061021, ""x2"": 4150.909090909091, ""y2"": 2670.0}]",MATSA_aitqa_221/input_ann_fixed.json
matsa_902655b9,MATSA,What were American airlines' total operating expenses or GAAP by the end of 2015?,"American Airlines' total operating expenses, or GAAP, by the end of 2015 were $34,786.",bar,images/MATSA/matsa_902655b9.png,"[{""x1"": 384.0, ""y1"": 470.45454545454555, ""x2"": 4010.54044479728, ""y2"": 1101.6233766233765}]",MATSA_aitqa_222/input_ann_fixed.json
matsa_b98ec503,MATSA,What was American Airlines' mainline CASM excluding special items and fuel by the end of 2017?,American Airlines' mainline CASM excluding special items and fuel was 10.16 by the end of 2017.,line,images/MATSA/matsa_b98ec503.png,"[{""x1"": 4066.363636363636, ""y1"": 375.25641025640965}]",MATSA_aitqa_223/input_ann_fixed.json
matsa_ed593a32,MATSA,How much was the cost per available seat miles in Mainline for American Airlines in 2017?,The cost per available seat mile in Mainline for American Airlines in 2017 was 12.96 cents.,bar,images/MATSA/matsa_ed593a32.png,"[{""x1"": 769.090909090909, ""y1"": 469.9999999999999, ""x2"": 1735.3246753246754, ""y2"": 2670.0}]",MATSA_aitqa_224/input_ann_fixed.json
matsa_e7551fa5,MATSA,what was the reported mainline RPM for American Airlines in 2017 ?,"The reported mainline RPM for American Airlines in 2017 was 201,351.",line,images/MATSA/matsa_e7551fa5.png,"[{""x1"": 4066.363636363636, ""y1"": 464.95507060335297}]",MATSA_aitqa_228/input_ann_fixed.json
matsa_81280c98,MATSA,By how much domestic passenger load factor changed in 2017 when compared to 2016 for United Airlines ?,The domestic passenger load factor for United Airlines changed by 0.2 in 2017 compared to 2016.,bar,images/MATSA/matsa_81280c98.png,"[{""x1"": 3554.117647058823, ""y1"": 2122.894736842105, ""x2"": 3753.048128342246, ""y2"": 2565.0}]",MATSA_aitqa_23/input_ann_fixed.json
matsa_adf89f7f,MATSA,What was the total revenue per available seat mile for American Airlines in 2016?,The total revenue per available seat mile for American Airlines in 2016 was 14.70 cents.,bar,images/MATSA/matsa_adf89f7f.png,"[{""x1"": 1976.8831168831166, ""y1"": 552.1218074656191, ""x2"": 2943.116883116883, ""y2"": 2670.0}]",MATSA_aitqa_231/input_ann_fixed.json
matsa_d6edff2e,MATSA,What is the Mainline average stage length in 2018 for Alaska Airline?,"The Mainline average stage length for Alaska Airline in 2018 was 1,298 miles.",line,images/MATSA/matsa_d6edff2e.png,"[{""x1"": 726.8181818181819, ""y1"": 517.0588235294131}]",MATSA_aitqa_232/input_ann_fixed.json
matsa_76fa9463,MATSA,What was the age of Alaska Air Group's CEO and Chairman in 2018 ?,The CEO and Chairman of Alaska Air Group was 58 years old in 2018.,bar,images/MATSA/matsa_76fa9463.png,"[{""x1"": 600.0, ""y1"": 2374.090909090909, ""x2"": 3494.164989939638, ""y2"": 2565.0}]",MATSA_aitqa_239/input_ann_fixed.json
matsa_b17dd956,MATSA,What was the operating revenue of United Airlines from cargo in 2017?,"United Airlines' operating revenue from cargo in 2017 was $1,114 million.",line,images/MATSA/matsa_b17dd956.png,"[{""x1"": 2367.0, ""y1"": 1232.228571428572}]",MATSA_aitqa_24/input_ann_fixed.json
matsa_648e0f15,MATSA,What is the total number of leased aircrafts for Alaska Airline in 2018?,Alaska Airline leased a total of 112 aircrafts in 2018.,bar,images/MATSA/matsa_648e0f15.png,"[{""x1"": 600.0, ""y1"": 560.4545454545456, ""x2"": 4142.857142857142, ""y2"": 655.9090909090916}]",MATSA_aitqa_242/input_ann_fixed.json
matsa_a4d73abd,MATSA,What was the total count of owned aircrafts for Alaska Airlines in 2018 in regional fleet?,Alaska Airlines owned a total of 56 aircrafts in their regional fleet in 2018.,bar,images/MATSA/matsa_a4d73abd.png,"[{""x1"": 1976.8831168831166, ""y1"": 2104.862385321101, ""x2"": 2943.116883116883, ""y2"": 2670.0}]",MATSA_aitqa_243/input_ann_fixed.json
matsa_98f4f056,MATSA,What was the average price per share paid by Alaska Airlines in October 2018?,Alaska Airlines paid an average price of $63.48 per share in October 2018.,line,images/MATSA/matsa_98f4f056.png,"[{""x1"": 684.5454545454545, ""y1"": 2540.6944444444453}]",MATSA_aitqa_245/input_ann_fixed.json
matsa_5717a060,MATSA,What is Alaska Airline's Available Seat Miles for the Mainline in 2018?,"Alaska Airline's Available Seat Miles for the Mainline in 2018 was 65,335.",bar,images/MATSA/matsa_5717a060.png,"[{""x1"": 769.090909090909, ""y1"": 469.9999999999999, ""x2"": 1332.7272727272725, ""y2"": 2670.0}]",MATSA_aitqa_246/input_ann_fixed.json
matsa_135ea976,MATSA,What is Alaska Airline's Revenue Passenger Miles or 'traffic' for the Mainline in 2018?,"Alaska Airline's Revenue Passenger Miles or 'traffic' for the Mainline in 2018 was 49,781 million miles.",bar,images/MATSA/matsa_135ea976.png,"[{""x1"": 769.090909090909, ""y1"": 470.00000000000017, ""x2"": 1332.7272727272725, ""y2"": 2670.0}]",MATSA_aitqa_247/input_ann_fixed.json
matsa_ff8df3de,MATSA,What were Alaska airlines' consolidated operating revenues for 2017?,"Alaska Airlines' consolidated operating revenues for 2017 were $7,894.",bar,images/MATSA/matsa_ff8df3de.png,"[{""x1"": 600.0, ""y1"": 1777.5, ""x2"": 3984.2345457059882, ""y2"": 2127.5}]",MATSA_aitqa_248/input_ann_fixed.json
matsa_c02151fb,MATSA,What was the ASMs capacity of Alaska Airlines in 2018 ?,"Alaska Airlines had an ASMs capacity of 59,187 in 2018.",line,images/MATSA/matsa_c02151fb.png,"[{""x1"": 4066.363636363636, ""y1"": 464.99467383585204}]",MATSA_aitqa_254/input_ann_fixed.json
matsa_2e905c33,MATSA,"What is the cost of Raw or ""into-plane"" fuel in Dollars for the Alaska Airline in 2018?","The cost of Raw or ""into-plane"" fuel in Dollars for Alaska Airlines in 2018 was $1,938.",bar,images/MATSA/matsa_2e905c33.png,"[{""x1"": 810.4587155963303, ""y1"": 2390.0, ""x2"": 4150.909090909091, ""y2"": 2565.0}]",MATSA_aitqa_255/input_ann_fixed.json
matsa_d4d3df19,MATSA,How much was Alaska Airlines' consolidated economic fuel expense in 2018?,"Alaska Airlines' consolidated economic fuel expense in 2018 was $1,914.",line,images/MATSA/matsa_d4d3df19.png,"[{""x1"": 413.99999999999994, ""y1"": 643.8000000000001}]",MATSA_aitqa_257/input_ann_fixed.json
matsa_4113065d,MATSA,What was the GAAP fuel expense per gallon in 2018 for Alaska Airlines ?,The GAAP fuel expense per gallon for Alaska Airlines in 2018 was $2.31.,bar,images/MATSA/matsa_4113065d.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4142.857142857143, ""y2"": 1398.3333333333335}]",MATSA_aitqa_258/input_ann_fixed.json
matsa_d285ea80,MATSA,How much income tax was paid by United airlines in the year 2018 ?,United Airlines paid $529 in income tax in the year 2018.,bar,images/MATSA/matsa_d285ea80.png,"[{""x1"": 600.0, ""y1"": 1906.4999999999998, ""x2"": 1662.857142857143, ""y2"": 2700.0}]",MATSA_aitqa_26/input_ann_fixed.json
matsa_58d341b1,MATSA,How much did Alaska Airlines pay for the payroll taxes by the end of 2018?,Alaska Airlines paid $113 million for payroll taxes by the end of 2018.,bar,images/MATSA/matsa_58d341b1.png,"[{""x1"": 2682.9090909090905, ""y1"": 475.7142857142858, ""x2"": 4370.181818181817, ""y2"": 2790.0}]",MATSA_aitqa_261/input_ann_fixed.json
matsa_06707271,MATSA,How much was the payroll taxes for Alaska Airlines in 2017 ?,The payroll taxes for Alaska Airlines in 2017 were $105 million.,bar,images/MATSA/matsa_06707271.png,"[{""x1"": 769.090909090909, ""y1"": 625.7522123893807, ""x2"": 2272.121212121212, ""y2"": 2670.0}]",MATSA_aitqa_262/input_ann_fixed.json
matsa_d5bcadce,MATSA,How much gallon of fuel has been consumed by United Airlines in 2016?,"United Airlines consumed 3,904 gallons of fuel in 2016.",bar,images/MATSA/matsa_d5bcadce.png,"[{""x1"": 600.0, ""y1"": 1215.0, ""x2"": 4076.951806363571, ""y2"": 1815.0}]",MATSA_aitqa_265/input_ann_fixed.json
matsa_46d09a03,MATSA,What was the cheapest average price per gallon value for Alaska Airlines between 2015 and 2017?,The cheapest average price per gallon value for Alaska Airlines between 2015 and 2017 was $1.49.,line,images/MATSA/matsa_46d09a03.png,"[{""x1"": 2375.4545454545455, ""y1"": 2331.666666666667}]",MATSA_aitqa_267/input_ann_fixed.json
matsa_8f1f12bf,MATSA,Between 2015 to 2017 which year had the highest fuel expense for Alaska Airlines ?,2015 had the highest fuel expense for Alaska Airlines between 2015 to 2017.,bar,images/MATSA/matsa_8f1f12bf.png,"[{""x1"": 769.090909090909, ""y1"": 470.00000000000017, ""x2"": 1735.3246753246754, ""y2"": 2670.0}, {""x1"": 1976.8831168831166, ""y1"": 969.8404679606489, ""x2"": 2943.116883116883, ""y2"": 2670.0}, {""x1"": 3184.6753246753246, ""y1"": 648.1175219356556, ""x2"": 4150.909090909091, ""y2"": 2670.0}]",MATSA_aitqa_268/input_ann_fixed.json
matsa_6867f3b6,MATSA,What is the number of Airbus A350 ordered by United Airlines in the year 2017?,United Airlines ordered 45 Airbus A350s in 2017.,pie,images/MATSA/matsa_6867f3b6.png,"[{""x1"": 1466.8893881055408, ""y1"": 465.00000000000006, ""x2"": 2459.9991801925667, ""y2"": 1515.0017690320958}]",MATSA_aitqa_276/input_ann_fixed.json
matsa_f6687f0f,MATSA,What is the highest stock rate of UAL in the second quarter of 2016?,The highest stock rate of UAL in the second quarter of 2016 was 58.90.,bar,images/MATSA/matsa_f6687f0f.png,"[{""x1"": 1659.043062200957, ""y1"": 470.00000000000017, ""x2"": 1837.0334928229668, ""y2"": 2670.0}]",MATSA_aitqa_277/input_ann_fixed.json
matsa_921361e8,MATSA,What is the lowest stock rate of UAL in the 4th Quarter of 2017?,The lowest stock rate of UAL in the 4th quarter of 2017 was 56.51.,line,images/MATSA/matsa_921361e8.png,"[{""x1"": 4094.545454545455, ""y1"": 1080.318869165023}]",MATSA_aitqa_278/input_ann_fixed.json
matsa_fc9d6c23,MATSA,What are the total shares of United Airlines' stock purchased by December 2017?,"By December 2017, a total of 1,084,498 shares of United Airlines' stock had been purchased.",bar,images/MATSA/matsa_fc9d6c23.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 1319.1891872740214, ""y2"": 1065.0}]",MATSA_aitqa_280/input_ann_fixed.json
matsa_6fe0e07c,MATSA,What is the Mainline ASM for United Airlines in 2016?,"The Mainline ASM for United Airlines in 2016 was 224,692.",bar,images/MATSA/matsa_6fe0e07c.png,"[{""x1"": 1473.6363636363637, ""y1"": 562.6983152581676, ""x2"": 2037.272727272727, ""y2"": 2670.0}]",MATSA_aitqa_283/input_ann_fixed.json
matsa_86bfa017,MATSA,What is the mainline average stage length of United Airlines in 2015?,"The mainline average stage length of United Airlines in 2015 was 1,922 miles.",line,images/MATSA/matsa_86bfa017.png,"[{""x1"": 2417.7272727272725, ""y1"": 961.6776315789473}]",MATSA_aitqa_285/input_ann_fixed.json
matsa_fc124562,MATSA,Find consolidated CASM for United Airlines in the year of 2014,The consolidated CASM for United Airlines in the year of 2014 was 14.85.,line,images/MATSA/matsa_fc124562.png,"[{""x1"": 3263.1818181818185, ""y1"": 631.9456066945602}]",MATSA_aitqa_287/input_ann_fixed.json
matsa_2c6a4c91,MATSA,Find the consolidated amount of fuel consumed for United Airlines in 2013.,"United Airlines consumed a total of 3,947 units of fuel in 2013.",bar,images/MATSA/matsa_2c6a4c91.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4115.248150542268, ""y2"": 815.0000000000005}]",MATSA_aitqa_288/input_ann_fixed.json
matsa_d8a0d65c,MATSA,What is the revenue passenger miles or RPMs for mainline of United Airlines in the year 2017? ,"The revenue passenger miles (RPMs) for the mainline of United Airlines in the year 2017 was 193,444.",bar,images/MATSA/matsa_d8a0d65c.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4142.857142857142, ""y2"": 815.0000000000005}]",MATSA_aitqa_289/input_ann_fixed.json
matsa_4dabcab4,MATSA,How much was the total current assets of United Holdings in 2018?,"The total current assets of United Holdings in 2018 were 7,194.",bar,images/MATSA/matsa_4dabcab4.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4142.857142857143, ""y2"": 1398.3333333333335}]",MATSA_aitqa_29/input_ann_fixed.json
matsa_fd70ebe6,MATSA,How much gallon of fuel has been consumed for the mainline of United Airlines in 2016?,"United Airlines consumed 3,261 gallons of fuel for its mainline operations in 2016.",line,images/MATSA/matsa_fd70ebe6.png,"[{""x1"": 3263.1818181818185, ""y1"": 1623.0172413793084}]",MATSA_aitqa_290/input_ann_fixed.json
matsa_56fe1336,MATSA,Please report the consolidated total revenue per available seat miles for United Airlines in 2015.,The consolidated total revenue per available seat mile for United Airlines in 2015 was 15.15.,bar,images/MATSA/matsa_56fe1336.png,"[{""x1"": 2178.181818181818, ""y1"": 561.8406072106261, ""x2"": 2741.8181818181815, ""y2"": 2670.0}]",MATSA_aitqa_291/input_ann_fixed.json
matsa_308533b7,MATSA,Please locate and report United Airlines' passenger load factor in 2017.,United Airlines' passenger load factor in 2017 was 82.5%.,bar,images/MATSA/matsa_308533b7.png,"[{""x1"": 769.090909090909, ""y1"": 504.1288782816228, ""x2"": 1332.7272727272725, ""y2"": 2670.0}]",MATSA_aitqa_292/input_ann_fixed.json
matsa_7a12be14,MATSA,What is the total number of consolidated passengers in 2016 for United Airlines?,"United Airlines had a total of 143,177 consolidated passengers in 2016.",bar,images/MATSA/matsa_7a12be14.png,"[{""x1"": 600.0, ""y1"": 902.5000000000002, ""x2"": 4025.8521962547843, ""y2"": 1252.5000000000002}]",MATSA_aitqa_293/input_ann_fixed.json
matsa_1152f893,MATSA,How much is United airlines' expense on salaries and related costs in 2017?,"United Airlines spent $11,045 on salaries and related costs in 2017.",pie,images/MATSA/matsa_1152f893.png,"[{""x1"": 1568.8988206348122, ""y1"": 465.00000000000074, ""x2"": 2459.9999740356006, ""y2"": 1515.0000000000005}]",MATSA_aitqa_295/input_ann_fixed.json
matsa_1aa0c245,MATSA,What is the increase in expense for aircraft fuel from the year 2016 to the year 2017 for United airlines?,"The increase in expense for aircraft fuel for United Airlines from the year 2016 to the year 2017 was 1,100.",bar,images/MATSA/matsa_1aa0c245.png,"[{""x1"": 944.4444444444443, ""y1"": 1420.0000000000002, ""x2"": 1220.0, ""y2"": 2300.0}]",MATSA_aitqa_296/input_ann_fixed.json
matsa_95c78f8b,MATSA,What was American's annual aircraft fuel consumption in 2019?,"American's annual aircraft fuel consumption in 2019 was 4,537.",bar,images/MATSA/matsa_95c78f8b.png,"[{""x1"": 2647.8787878787875, ""y1"": 470.00000000000017, ""x2"": 4150.909090909091, ""y2"": 2670.0}]",MATSA_aitqa_297/input_ann_fixed.json
matsa_d01cf628,MATSA,What was American Airlines' average fuel price per gallon in 2018?,American Airlines' average fuel price per gallon in 2018 was $2.23.,bar,images/MATSA/matsa_d01cf628.png,"[{""x1"": 769.090909090909, ""y1"": 469.9999999999999, ""x2"": 2272.121212121212, ""y2"": 2670.0}]",MATSA_aitqa_298/input_ann_fixed.json
matsa_152b2c06,MATSA,"For United in 2018, what percentage of operating expense was on fuel?","For United in 2018, 24% of the operating expense was spent on fuel.",bar,images/MATSA/matsa_152b2c06.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4142.857142857143, ""y2"": 1065.0}]",MATSA_aitqa_3/input_ann_fixed.json
matsa_c07a2055,MATSA,How much did United spend on its share repurchase program in 2017?,"United spent $1,844 on its share repurchase program in 2017.",bar,images/MATSA/matsa_c07a2055.png,"[{""x1"": 1976.8831168831166, ""y1"": 1113.8818565400845, ""x2"": 2943.116883116883, ""y2"": 2670.0}]",MATSA_aitqa_30/input_ann_fixed.json
matsa_957a4643,MATSA,How many Airbus planes does American Airlines plan to purchase after 2025 as of 2019?,"As of 2019, American Airlines plans to purchase 20 Airbus planes after 2025.",line,images/MATSA/matsa_957a4643.png,"[{""x1"": 3559.0909090909095, ""y1"": 2395.2217741935483}]",MATSA_aitqa_300/input_ann_fixed.json
matsa_f7c95e1d,MATSA,What were the total operating expenses in 2018 for American Airlines?,"The total operating expenses for American Airlines in 2018 were $41,885.",line,images/MATSA/matsa_f7c95e1d.png,"[{""x1"": 384.0, ""y1"": 2679.4104245387753}]",MATSA_aitqa_303/input_ann_fixed.json
matsa_db2c1e21,MATSA,Show the total revenue per ASM of American Airlines in 2018.,The total revenue per ASM of American Airlines in 2018 was 15.79.,line,images/MATSA/matsa_db2c1e21.png,"[{""x1"": 600.0, ""y1"": 2161.1538461538466}]",MATSA_aitqa_307/input_ann_fixed.json
matsa_5ff5d99b,MATSA,How much did United spend to rent airplanes in 2016?,United spent $680 to rent airplanes in 2016.,bar,images/MATSA/matsa_5ff5d99b.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4142.857142857142, ""y2"": 1065.0}]",MATSA_aitqa_31/input_ann_fixed.json
matsa_168cd3cd,MATSA,How much did the cost of maintenance and repairs for American Airlines change between 2018 and 2019?,The cost of maintenance and repairs for American Airlines increased by $330 million between 2018 and 2019.,line,images/MATSA/matsa_168cd3cd.png,"[{""x1"": 1259.4545454545455, ""y1"": 1304.925}]",MATSA_aitqa_310/input_ann_fixed.json
matsa_7b4a224e,MATSA,What was the liquidity of the American Airlines Group at the end of 2019?,"The liquidity of the American Airlines Group at the end of 2019 was $7,069.",bar,images/MATSA/matsa_7b4a224e.png,"[{""x1"": 769.090909090909, ""y1"": 624.5179534394316, ""x2"": 1481.0526315789473, ""y2"": 2670.0}]",MATSA_aitqa_311/input_ann_fixed.json
matsa_01eb1696,MATSA,What amount of loyalty revenue did American recognize as part of the passenger revenue in 2019?,"American recognized $3,179 million of loyalty revenue as part of the passenger revenue in 2019.",line,images/MATSA/matsa_01eb1696.png,"[{""x1"": 684.5454545454545, ""y1"": 814.5624999999983}]",MATSA_aitqa_314/input_ann_fixed.json
matsa_f3b825a3,MATSA,How much did American Airlines report as the total amount of passenger revenue in 2018?,"American Airlines reported a total passenger revenue of $38,831 in 2018.",bar,images/MATSA/matsa_f3b825a3.png,"[{""x1"": 384.0, ""y1"": 1259.4155844155846, ""x2"": 4234.851293909613, ""y2"": 1890.5844155844156}]",MATSA_aitqa_315/input_ann_fixed.json
matsa_caa3ab0f,MATSA,How much cargo revenue has been made by American Airlines as of 2017?,"As of 2017, American Airlines made 40,676 dollars in cargo revenue.",bar,images/MATSA/matsa_caa3ab0f.png,"[{""x1"": 384.0, ""y1"": 470.45454545454555, ""x2"": 3878.232125229163, ""y2"": 1101.6233766233765}]",MATSA_aitqa_316/input_ann_fixed.json
matsa_e77f700a,MATSA,What is the operating revenue of United in 2018?,"United's operating revenue in 2018 was $41,303 million.",line,images/MATSA/matsa_e77f700a.png,"[{""x1"": 4066.363636363636, ""y1"": 464.9778714436235}]",MATSA_aitqa_32/input_ann_fixed.json
matsa_e3cb05df,MATSA,"As of 2018, how much was invested on level 2 short term repurchase agreements by American Airlines?","As of 2018, American Airlines invested $375 million in level 2 short term repurchase agreements.",pie,images/MATSA/matsa_e3cb05df.png,"[{""x1"": 2460.001977013001, ""y1"": 484.60370188498047, ""x2"": 3140.1526338640456, ""y2"": 1515.0003078389118}]",MATSA_aitqa_323/input_ann_fixed.json
matsa_5b14e558,MATSA,What was the amount of level 2 repurchase agreements for short term investments by American Airlines in 2018?,"In 2018, the amount of level 2 repurchase agreements for short-term investments by American Airlines was 375.",line,images/MATSA/matsa_5b14e558.png,"[{""x1"": 2431.8181818181815, ""y1"": 2389.273761713521}]",MATSA_aitqa_324/input_ann_fixed.json
matsa_36e3961a,MATSA,how much was the Delta airlines aircraft fuel price in 2017?,The Delta Airlines aircraft fuel price in 2017 was $1.68.,bar,images/MATSA/matsa_36e3961a.png,"[{""x1"": 600.0, ""y1"": 1215.0, ""x2"": 3305.4545454545455, ""y2"": 1815.0}]",MATSA_aitqa_327/input_ann_fixed.json
matsa_1e3a6fed,MATSA,how many millions of gallons were consumed by Delta in 2016?,"Delta consumed 4,016 million gallons of fuel in 2016.",bar,images/MATSA/matsa_1e3a6fed.png,"[{""x1"": 600.0, ""y1"": 1965.0, ""x2"": 4059.3032544892503, ""y2"": 2565.0}]",MATSA_aitqa_328/input_ann_fixed.json
matsa_dbbee0b7,MATSA,"For the year 2018, how much did United spend on repairs and maintenance?","In 2018, United spent $1,767 on repairs and maintenance.",line,images/MATSA/matsa_dbbee0b7.png,"[{""x1"": 478.90909090909093, ""y1"": 2306.890399320308}]",MATSA_aitqa_33/input_ann_fixed.json
matsa_175d9f1a,MATSA,"As of 2018, how much gallons of fuel were consumed by Delta Airlines?","In 2018, Delta Airlines consumed 4,113 gallons of fuel.",bar,images/MATSA/matsa_175d9f1a.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 4142.857142857143, ""y2"": 1065.0}]",MATSA_aitqa_330/input_ann_fixed.json
matsa_ca29c3b5,MATSA,What was the average price of the fuel per gallon consumed by Delta Airlines as of 2016?,The average price of the fuel per gallon consumed by Delta Airlines as of 2016 was $1.49.,bar,images/MATSA/matsa_ca29c3b5.png,"[{""x1"": 573.8181818181818, ""y1"": 1222.5974025974026, ""x2"": 1658.4935064935064, ""y2"": 2790.0}]",MATSA_aitqa_331/input_ann_fixed.json
matsa_d9ccb93a,MATSA,What percentage did the fuel expense take out of the total operating cost for Delta airlines in the year 2018? ,"In 2018, fuel expenses accounted for 23.0% of the total operating cost for Delta Airlines.",line,images/MATSA/matsa_d9ccb93a.png,"[{""x1"": 4066.363636363636, ""y1"": 442.65957446808454}]",MATSA_aitqa_332/input_ann_fixed.json
matsa_db7bd9a1,MATSA,What is the average fuel price per gallon for Delta airlines in 2017? ,The average fuel price per gallon for Delta Airlines in 2017 was $1.68.,line,images/MATSA/matsa_db7bd9a1.png,"[{""x1"": 2375.4545454545455, ""y1"": 1855.1408450704225}]",MATSA_aitqa_333/input_ann_fixed.json
matsa_a366be88,MATSA,What was Delta airlines' total cost for fuel (in millions) in 2018? ,"Delta Airlines' total cost for fuel in 2018 was $9,020 million.",line,images/MATSA/matsa_a366be88.png,"[{""x1"": 4227.0, ""y1"": 587.9700000000004}]",MATSA_aitqa_334/input_ann_fixed.json
matsa_dc3dbc4c,MATSA,"As of 2017, what was the average price of fuel consumed by Delta airlines?","As of 2017, the average price of fuel consumed by Delta Airlines was $1.68.",line,images/MATSA/matsa_dc3dbc4c.png,"[{""x1"": 2375.4545454545455, ""y1"": 1855.1408450704225}]",MATSA_aitqa_335/input_ann_fixed.json
matsa_54d76e19,MATSA,how many active Delta Flight Superintendents are represented by PAFCA in 2018?,There were 432 active Delta Flight Superintendents represented by PAFCA in 2018.,bar,images/MATSA/matsa_54d76e19.png,"[{""x1"": 600.0, ""y1"": 1740.0000000000002, ""x2"": 714.7885714285715, ""y2"": 2060.0}]",MATSA_aitqa_336/input_ann_fixed.json
matsa_0498af95,MATSA,How many active employees are represented by PAFCA for Delta Airlines in 2018?,PAFCA represented 60 active employees for Delta Airlines in 2018.,bar,images/MATSA/matsa_0498af95.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 1092.063492063492, ""y2"": 1398.3333333333335}]",MATSA_aitqa_338/input_ann_fixed.json
matsa_a8675465,MATSA,"In 2018, what was the number of Delta Flight Superintendents represented by PAFCA?","In 2018, 432 Delta Flight Superintendents were represented by PAFCA.",line,images/MATSA/matsa_a8675465.png,"[{""x1"": 684.5454545454545, ""y1"": 1938.452285485164}]",MATSA_aitqa_339/input_ann_fixed.json
matsa_c578ca4f,MATSA,Find the expense of United on renting aircrafts in 2016.,United spent $680 on renting aircrafts in 2016.,bar,images/MATSA/matsa_c578ca4f.png,"[{""x1"": 384.0, ""y1"": 2048.3766233766237, ""x2"": 4361.142857142857, ""y2"": 2679.5454545454545}]",MATSA_aitqa_34/input_ann_fixed.json
matsa_8ed7f2d4,MATSA,"For Delta airlines, what was the approximate number of active Delta Pilots represented by ALPA in 2018?","In 2018, the Air Line Pilots Association (ALPA) represented approximately 13,203 active Delta Airlines pilots.",bar,images/MATSA/matsa_8ed7f2d4.png,"[{""x1"": 769.090909090909, ""y1"": 469.9999999999999, ""x2"": 1332.7272727272725, ""y2"": 2670.0}]",MATSA_aitqa_340/input_ann_fixed.json
matsa_5b0cffc6,MATSA,How many B-717-200 are owned by Delta airlines in the current fleet for the year 2018?,Delta Airlines owned 3 B-717-200 aircraft in its fleet for the year 2018.,line,images/MATSA/matsa_5b0cffc6.png,"[{""x1"": 760.1913875598086, ""y1"": 2539.655172413793}]",MATSA_aitqa_342/input_ann_fixed.json
matsa_4451fc95,MATSA,how many Endeavor Air flights are operating under Delta in 2018?,"In 2018, Endeavor Air operated 154 flights under Delta.",line,images/MATSA/matsa_4451fc95.png,"[{""x1"": 553.5, ""y1"": 912.6666666666665}]",MATSA_aitqa_348/input_ann_fixed.json
matsa_bce4e07a,MATSA,Get me the income tax paid by United on 2017.,"United paid $2,163 in income tax in 2017.",bar,images/MATSA/matsa_bce4e07a.png,"[{""x1"": 600.0, ""y1"": 1215.0, ""x2"": 2620.876981551868, ""y2"": 1815.0}]",MATSA_aitqa_35/input_ann_fixed.json
